FULL ADDRESS,FIRST SALE,FIRST PRICE,LAST SALE,LAST PRICE,PRICE CHANGE,PERIOD,DAILY PRICE CHANGE
"415 MAIN STREET, 14-H",2009-09-24,707683,2011-04-12,710000,2317,565,4.100884955752212
"82 BEAVER STREET, 1204",2006-12-14,509125,2010-12-03,515000,5875,1450,4.051724137931035
"350 WEST 42ND STREET, 21G",2006-07-11,1084436,2010-05-05,1090000,5564,1394,3.9913916786226684
"464 WEST 44TH   STREET, 4E",2008-02-21,741275,2013-06-10,749000,7725,1936,3.990185950413223
"420 CENTRAL PARK WEST, 2J",2005-05-10,565000,2008-10-15,570000,5000,1254,3.9872408293460926
"571 ACADEMY STREET, GLB",2005-06-09,155000,2015-10-15,170000,15000,3780,3.9682539682539684
"230 RIVERSIDE DRIVE, 10O",2008-06-30,253000,2013-06-27,260000,7000,1823,3.8398244651673066
"82 BEAVER STREET, 1201",2007-04-12,998903,2013-11-08,1008000,9097,2402,3.7872606161532056
"82 BEAVER STREET, 1401",2007-05-04,988720,2011-12-05,995000,6280,1676,3.747016706443914
"80 JOHN STREET, 18D",2007-12-11,1036579,2017-10-03,1050000,13421,3584,3.7446986607142856
"40 BROAD STREET, 20FG",2009-08-26,1629200,2017-08-08,1640000,10800,2904,3.71900826446281
"273 WATER STREET, 3R",2005-04-29,1089527,2013-02-21,1100000,10473,2855,3.6683012259194396
"420 WEST 25TH   STREET, 7F",2008-02-15,992793,2012-10-19,999000,6207,1708,3.6340749414519906
"15 BROAD STREET, 2926",2006-12-29,1466280,2013-07-26,1475000,8720,2401,3.631820074968763
"120 GREENWICH STREET, 7C",2006-12-01,743322,2013-10-25,752400,9078,2520,3.6023809523809525
"420 EAST 58TH   STREET, 7B",2007-08-24,1030000,2011-06-14,1035000,5000,1390,3.597122302158273
"111 FULTON STREET, 412",2008-11-19,845147,2012-07-31,850000,4853,1350,3.5948148148148147
"2770 BROADWAY, 9A",2005-01-14,1832850,2006-09-14,1835000,2150,608,3.536184210526316
"161 WEST 61 STREET, 33E",2006-11-07,995000,2010-07-13,999750,4750,1344,3.5342261904761907
"555 WEST 59TH STREET, 7E",2008-03-06,910315,2011-10-27,915000,4685,1330,3.5225563909774436
"1760 SECOND AVENUE, 11A",2005-08-15,710000,2013-08-02,720000,10000,2909,3.4376074252320383
"635 WEST 42ND   STREET, 42G",2008-06-20,941881,2013-05-30,948000,6119,1805,3.390027700831025
"71 NASSAU STREET, PHB",2006-10-25,692410,2013-01-23,700000,7590,2282,3.3260297984224363
"101 ALLEN STREET, 5B",2009-09-29,320000,2018-01-12,330000,10000,3027,3.303600925008259
"230 RIVERSIDE DRIVE, 3N",2008-06-30,244000,2013-06-27,250000,6000,1823,3.2912781130005486
"230 RIVERSIDE DRIVE, 19C",2008-06-30,194000,2013-06-27,200000,6000,1823,3.2912781130005486
"230 RIVERSIDE DRIVE, 16K",2008-06-30,274000,2013-06-27,280000,6000,1823,3.2912781130005486
"230 RIVERSIDE DRIVE, 15K",2008-06-30,274000,2013-06-27,280000,6000,1823,3.2912781130005486
"215 WEST 88TH STREET, 6C",2014-04-09,2295000,2018-06-28,2300000,5000,1541,3.244646333549643
"230 RIVERSIDE DRIVE, 18N",2007-09-10,486720,2014-10-29,495000,8280,2606,3.177283192632387
"310 WEST 52ND STREET, 25B",2007-07-03,1705568,2009-09-10,1708000,2432,800,3.04
"237 EAST 88TH STREET, 402",2007-08-29,395460,2011-10-11,400000,4540,1504,3.018617021276596
"635 WEST 42ND STREET, 23E",2007-07-13,1237173,2016-06-16,1247000,9827,3261,3.0134927936215883
"455 MAIN STREET, 14N",2006-04-20,410670,2010-04-08,415000,4330,1449,2.9882677708764667
"1212 5 AVENUE, 9C",2013-03-05,992793,2018-01-24,998000,5207,1786,2.91545352743561
"20 WEST STREET, 30G",2007-04-03,765000,2016-12-28,775000,10000,3557,2.81135788585887
"393 WEST 49TH STREET, 6N",2005-01-06,793000,2010-11-17,799000,6000,2141,2.802428771602055
"275 WEST 96TH STREET, 19F",2008-08-07,1115000,2013-07-12,1120000,5000,1800,2.7777777777777777
"105 WEST 77TH STREET, 1A",2007-09-12,743000,2014-08-22,750000,7000,2536,2.7602523659305995
"230 RIVERSIDE DRIVE, 4H",2008-06-30,285000,2013-06-27,290000,5000,1823,2.7427317608337907
"230 RIVERSIDE DRIVE, 16H",2008-06-30,315000,2013-06-27,320000,5000,1823,2.7427317608337907
"505 GREENWICH STREET, 8G",2005-01-06,672045,2013-03-08,680200,8155,2983,2.733825008380825
"310 WEST 52ND   STREET, 28C",2007-06-22,985156,2012-05-08,990000,4844,1782,2.718294051627385
"350 WEST 50TH STREET, 3W",2006-06-29,555000,2011-09-01,560000,5000,1890,2.6455026455026456
"393 WEST 49TH   STREET, 3BB",2008-04-29,470000,2013-07-10,475000,5000,1898,2.6343519494204424
"340 WEST 57TH STREET, 6E",2005-12-22,570000,2011-04-13,575000,5000,1938,2.579979360165119
"100 RIVERSIDE BOULEVARD, 16A",2008-05-28,1109892,2013-12-04,1115000,5108,2016,2.5337301587301586
"22 RIVERSIDE DRIVE, 1B",2007-09-20,992793,2012-06-01,997000,4207,1716,2.4516317016317015
"157 HUDSON STREET, 1B",2012-04-13,1231148,2012-08-15,1231452,304,124,2.4516129032258065
"120 GREENWICH STREET, PHC",2007-03-12,707683,2015-06-03,715000,7317,3005,2.4349417637271213
"635 WEST 42ND STREET, 45E",2007-09-11,1446170,2012-06-04,1450000,3830,1728,2.216435185185185
"56 PINE STREET, 10E",2005-09-07,375180,2011-08-26,380000,4820,2179,2.2120238641578704
"230 RIVERSIDE DRIVE, 4N",2008-06-30,246000,2013-06-27,250000,4000,1823,2.1941854086670323
"130 WATER STREET, 9A",2008-08-05,615000,2014-11-25,620000,5000,2303,2.1710811984368217
"235 EAST 40TH STREET, 11J",2004-12-03,380000,2011-04-29,385000,5000,2338,2.1385799828913603
"350 EAST 82ND STREET, 5N",2007-10-15,763687,2015-11-23,770000,6313,2961,2.132049983113813
"400 EAST 90TH   STREET, 5A",2007-06-25,420810,2012-11-16,425000,4190,1971,2.125824454591578
"11 EAST 36TH   STREET, 1106",2008-02-06,1344090,2015-09-30,1350000,5910,2793,2.1160042964554244
"80 JOHN STREET, 11I",2007-05-30,779164,2011-03-06,782000,2836,1376,2.061046511627907
"581 ACADEMY STREET, 5B",2008-07-29,325000,2012-08-13,328000,3000,1476,2.032520325203252
